Date,AAPL,MSFT,GOOGL,AMZN,META,JPM,BAC,WFC,GS,C,XOM,CVX,COP,SLB,OXY,JNJ,PFE,UNH,MRK,ABBV,PG,KO,PEP,WMT,COST
2025-09-08,237.20892333984375,495.06463623046875,233.5829620361328,235.83999633789062,749.8423461914062,287.41162109375,48.674800872802734,77.89571380615234,731.1036987304688,94.36123657226562,107.44718170166016,149.4547576904297,89.1975326538086,35.10736083984375,44.4605598449707,175.06333923339844,23.342416763305664,311.8968200683594,81.3696517944336,203.4775390625,155.62071228027344,65.57291412353516,137.646484375,101.66885375976562,967.7487182617188
2025-09-09,233.6888885498047,495.2733459472656,239.1620330810547,238.24000549316406,763.1985473632812,292.2588806152344,49.49162292480469,79.49024200439453,752.85400390625,95.80809020996094,108.22969055175781,150.27967834472656,89.64645385742188,35.10736083984375,44.22541809082031,173.9134979248047,23.494548797607422,338.8451232910156,81.87283325195312,204.08859252929688,156.06114196777344,65.99108123779297,138.99664306640625,101.67879486083984,975.1175537109375
2025-09-10,226.1501922607422,497.2209777832031,238.70294189453125,230.3300018310547,749.5234375,294.89837646484375,49.334163665771484,79.0374755859375,758.4320068359375,95.6407699584961,110.03923034667969,153.1328887939453,92.04717254638672,35.480220794677734,45.61423873901367,172.76361083984375,23.361434936523438,337.73486328125,81.31159973144531,205.27188110351562,153.99609375,65.95218658447266,138.56924438476562,99.81002044677734,952.2543334960938
2025-09-11,229.3810577392578,497.8569641113281,239.9005889892578,229.9499969482422,748.4469604492188,299.82415771484375,49.9443244934082,79.97254180908203,773.3626098632812,97.26480102539062,109.68710327148438,153.57931518554688,91.86174774169922,35.352657318115234,45.32859420776367,175.42697143554688,23.637170791625977,344.3866882324219,82.39537048339844,213.5937042236328,155.2488250732422,65.75769805908203,140.09422302246094,102.0366439819336,960.2505493164062
2025-09-12,233.40968322753906,506.6910095214844,240.32977294921875,228.14999389648438,753.1216430664062,301.1488037109375,49.77701950073242,80.17922973632812,768.76025390625,97.87505340576172,109.70665740966797,152.4729766845703,90.20272064208984,34.90130615234375,44.98385238647461,174.99453735351562,22.69586944580078,343.31536865234375,80.13106536865234,211.770263671875,154.5343780517578,65.16448974609375,139.414306640625,102.87162780761719,963.8154296875
2025-09-15,236.03224182128906,512.1166381835938,251.11866760253906,231.42999267578125,762.2018432617188,303.1014404296875,49.786861419677734,80.13002014160156,775.3631591796875,98.21954345703125,109.89250183105469,152.6670684814453,90.1051254272461,34.11634826660156,44.786861419677734,174.3459014892578,22.79094696044922,340.9534606933594,79.17340087890625,211.062255859375,153.4871826171875,64.88031768798828,136.60716247558594,103.0704345703125,956.04833984375
2025-09-16,237.4781494140625,505.83642578125,250.66954040527344,234.0500030517578,776.4552001953125,303.385986328125,49.855751037597656,80.1103286743164,774.1510009765625,99.05615997314453,112.17153930664062,154.83123779296875,92.26187133789062,34.5775146484375,47.04245376586914,173.42210388183594,22.72439193725586,333.005126953125,79.2417984008789,209.75286865234375,154.6811981201172,64.90970611572266,136.01466369628906,102.80204010009766,948.05224609375
2025-09-17,238.3157958984375,506.81024169921875,249.042724609375,231.6199951171875,773.1858520507812,305.89794921875,50.58400344848633,81.18319702148438,782.7151489257812,100.15853881835938,112.76819610595703,155.36502075195312,91.55921936035156,34.13597106933594,46.48101806640625,174.14935302734375,22.86701202392578,334.79864501953125,79.2906723022461,214.16595458984375,156.91258239746094,65.69364929199219,137.1802520751953,103.64695739746094,958.966064453125
2025-09-18,237.20892333984375,505.2501525878906,251.537841796875,231.22999572753906,777.7010498046875,307.3501892089844,51.30241394042969,82.18716430664062,792.658935546875,100.79830932617188,111.43794250488281,154.15191650390625,91.2274169921875,34.0869140625,46.64846420288086,171.1616973876953,22.962093353271484,328.1440734863281,79.6717758178711,215.3104705810547,153.9667510986328,65.12528991699219,136.69459533691406,102.98096466064453,948.3410034179688
2025-09-19,244.8074188232422,514.67041015625,254.2225799560547,231.47999572753906,775.8372192382812,308.8710632324219,51.42050552368164,83.30923461914062,793.3389282226562,101.06405639648438,110.35221862792969,151.5995330810547,89.70500183105469,33.78274154663086,45.40739059448242,173.15675354003906,22.847999572753906,329.97674560546875,79.65223693847656,215.77601623535156,152.71400451660156,65.09588623046875,137.69505310058594,101.71855926513672,947.1460571289062
2025-09-22,255.35755920410156,511.21234130859375,252.036865234375,227.6300048828125,763.1751098632812,306.5749816894531,51.095741271972656,83.82106018066406,793.8908081054688,101.8613052368164,109.56971740722656,151.4442596435547,89.79283905029297,33.28232192993164,45.0724983215332,171.21083068847656,22.857505798339844,334.4948425292969,78.56753540039062,215.89239501953125,149.8073272705078,64.88031768798828,136.98599243164062,102.20561981201172,939.2794189453125
2025-09-23,253.7122344970703,506.0252685546875,251.16856384277344,220.7100067138672,753.4404907226562,306.8693542480469,50.87923812866211,83.0434799194336,794.6398315429688,101.37902069091797,111.45750427246094,152.7738037109375,91.21765899658203,33.84161376953125,45.72258377075195,173.54002380371094,22.943077087402344,340.7574462890625,78.13755798339844,215.9118194580078,149.2494659423828,65.37027740478516,137.83102416992188,101.90741729736328,939.617919921875
2025-09-24,251.5981903076172,506.9394226074219,246.6573944091797,220.2100067138672,758.686767578125,307.53662109375,50.87923812866211,82.7875747680664,780.9510498046875,100.0502700805664,112.05416107177734,154.48187255859375,93.32560729980469,33.959354400634766,46.185523986816406,173.64813232421875,22.905046463012695,344.7952880859375,77.85417175292969,213.37063598632812,149.17117309570312,65.11549377441406,138.09329223632812,102.11617279052734,941.281005859375
2025-09-25,256.14532470703125,503.8390808105469,245.3100128173828,218.14999389648438,746.9672241210938,307.5660705566406,51.02685546875,82.9942626953125,783.247314453125,100.50302124023438,113.06163024902344,155.97640991210938,94.47716522216797,33.93973159790039,46.28402328491211,174.67022705078125,22.43914794921875,338.66986083984375,75.83134460449219,211.96424865722656,148.90692138671875,64.65493774414062,135.90780639648438,102.43425750732422,939.3292236328125
2025-09-26,254.73931884765625,508.2411804199219,246.0585479736328,219.77999877929688,741.8206176757812,310.12701416015625,51.38113784790039,83.67342376708984,790.8850708007812,101.79241943359375,114.6559829711914,155.43295288085938,96.10693359375,34.85224914550781,46.75680923461914,176.61614990234375,22.591278076171875,337.2193908691406,76.76946258544922,213.9719696044922,149.2494659423828,64.35115814208984,136.41290283203125,102.5436019897461,912.084716796875
2025-09-29,253.7122344970703,511.36138916015625,243.5734100341797,222.1699981689453,741.4716186523438,309.7640075683594,51.587806701660156,83.31907653808594,792.4716186523438,101.53650665283203,111.72160339355469,151.49278259277344,93.5403060913086,34.449954986572266,47.37734603881836,178.49325561523438,22.676851272583008,338.2974853515625,76.78901672363281,216.44525146484375,150.2575225830078,64.71372985839844,136.15065002441406,102.46408081054688,913.0007934570312
2025-09-30,253.9116668701172,514.6903686523438,242.6252899169922,219.57000732421875,732.4749145507812,309.50885009765625,50.7709846496582,82.50212097167969,784.814208984375,99.90262603759766,110.28375244140625,150.7066650390625,92.31066131591797,33.7238655090332,46.54011535644531,182.22784423828125,24.226675033569336,338.4150390625,82.01707458496094,224.57308959960938,150.3749542236328,64.98810577392578,136.41290283203125,102.4441909790039,921.7238159179688
2025-10-01,254.72933959960938,516.4393310546875,244.4217529296875,220.6300048828125,715.4791870117188,304.8774719238281,49.87543487548828,79.59851837158203,774.13134765625,97.15653991699219,109.54037475585938,150.01763916015625,93.15970611572266,34.430335998535156,47.003055572509766,182.84698486328125,25.8715763092041,341.3552551269531,88.07576751708984,237.02676391601562,149.9149627685547,65.4388656616211,139.0354766845703,101.35076141357422,913.4688110351562
2025-10-02,256.40460205078125,512.4942626953125,245.210205078125,222.41000366210938,725.1639404296875,301.77679443359375,49.67860794067383,79.23432922363281,768.090087890625,95.80809020996094,108.8556900024414,148.8433380126953,91.12982177734375,33.46875762939453,43.565486907958984,182.7781982421875,25.74797248840332,346.6672058105469,87.46990203857422,229.44204711914062,148.80906677246094,64.77252197265625,138.22927856445312,101.09231567382812,912.9012451171875
2025-10-03,257.2920837402344,514.0940551757812,244.8708953857422,219.50999450683594,708.7167358398438,304.2102355957031,49.83606719970703,79.40164947509766,778.5364990234375,96.20179748535156,110.78260040283203,149.01803588867188,91.89103698730469,33.615928649902344,44.176170349121094,185.39239501953125,26.023710250854492,353.0179748535156,87.15718841552734,226.87179565429688,149.02438354492188,65.31147766113281,137.90875244140625,101.46011352539062,911.51708984375
2025-10-06,255.96583557128906,525.2435302734375,249.94094848632812,220.89999389648438,713.8035278320312,304.85113525390625,49.59003829956055,79.42134857177734,785.2380981445312,96.50692749023438,111.70203399658203,149.4741668701172,92.62295532226562,33.93973159790039,44.71791076660156,184.92066955566406,25.129945755004883,351.616455078125,86.77608489990234,223.2637176513672,147.20404052734375,64.77252197265625,135.69412231445312,102.08634185791016,907.0957641601562
